accession	name
NR_118750.1	Pasteurella oralis
NR_118749.1	Pasteurella dagmatis
NR_118748.1	Pasteurella stomatis
NR_118747.1	Pasteurella canis
NR_118746.1	[Pasteurella] aerogenes
NR_118745.1	Actinobacillus seminis
NR_118744.1	Haemophilus haemolyticus
NR_118743.1	Haemophilus aegyptius
NR_118742.1	Aggregatibacter aphrophilus
NR_118739.1	Campylobacter hyointestinalis
NR_118738.1	Fibrobacter succinogenes
NR_118731.1	Blautia hansenii
NR_118730.1	[Clostridium] symbiosum
NR_118727.1	Clostridium scatologenes
NR_118722.1	Polaribacter glomeratus
NR_118717.1	Tatlockia micdadei
NR_118714.1	Legionella longbeachae
NR_118713.1	Legionella hackeliae
NR_118712.1	Legionella pneumophila
NR_118711.1	Desulfobulbus marinus
NR_118709.1	Desulfobotulus sapovorans
NR_118708.1	Desulfovibrio vulgaris
NR_118706.1	Spiroplasma diabroticae
NR_118705.1	Spiroplasma monobiae
NR_118704.1	Mesoplasma lactucae
NR_118703.1	Entomoplasma melaleucae
NR_118702.1	Spiroplasma taiwanense
NR_118701.1	Spiroplasma clarkii
NR_118700.1	Mycoplasma hominis
NR_118697.1	Kingella kingae
NR_118696.1	Eikenella corrodens
NR_118695.1	Francisella persica
NR_118694.1	Saccharopolyspora rectivirgula
NR_118692.1	Blautia obeum
NR_118691.1	Trichococcus pasteurii
NR_118690.1	[Ruminococcus] gnavus
NR_118687.1	Thiothrix nivea
NR_118686.1	Hydrogenovibrio crunogenus
NR_118685.1	Sulfurimonas denitrificans
NR_118683.1	Staphylococcus auricularis
NR_118682.1	Halanaerobium saccharolyticum
NR_118681.1	Acetohalobium arabaticum
NR_118680.1	Halanaerobacter lacunarum
NR_118676.1	Eubacterium xylanophilum
NR_118675.1	[Eubacterium] siraeum
NR_118674.1	Eubacterium ramulus
NR_118673.1	[Eubacterium] hallii
NR_118671.1	Clostridium combesii
NR_118670.1	Eubacterium ventriosum
NR_118669.1	[Clostridium] herbivorans
NR_118666.1	Capnocytophaga canimorsus
NR_118665.1	[Clostridium] thermoalcaliphilum
NR_118662.1	Thermoanaerobacter pseudethanolicus
NR_118659.1	Neisseria macacae
NR_118658.1	Pasteurella testudinis
NR_118657.1	[Pasteurella] mairii
NR_118656.1	Pasteurella bettyae
NR_118655.1	Actinobacillus hominis
NR_118654.1	Campylobacter ureolyticus
NR_118653.1	Campylobacter lari
NR_118652.1	Peptostreptococcus anaerobius
NR_118651.1	[Clostridium] aminophilum
NR_118650.1	Erythrobacter longus
NR_118648.1	Bradyrhizobium daqingense
NR_118647.1	Cutibacterium avidum
NR_118646.1	Cutibacterium granulosum
NR_118645.1	Alicyclobacillus acidoterrestris
NR_118643.1	Eisenbergiella tayi
NR_118638.1	Gluconobacter japonicus
NR_118635.1	Bordetella trematum
NR_118634.1	Bordetella holmesii
NR_118632.1	Pseudonocardia sediminis
NR_118631.1	Mariniluteicoccus flavus
NR_118630.1	Clostridium sporogenes
NR_118626.1	Ornithinibacillus contaminans
NR_118625.1	Rhodococcus triatomae
NR_118624.1	Nocardia pseudovaccinii
NR_118623.1	Gordonia amarae
NR_118622.1	Tsukamurella spumae
NR_118621.1	Rhodococcus rhodochrous
NR_118620.1	Rhodococcus pyridinivorans
NR_118619.1	Rhodococcus aetherivorans
NR_118618.1	Nocardia beijingensis
NR_118617.1	Rhodococcus globerulus
NR_118616.1	Rhodococcus percolatus
NR_118615.1	Tsukamurella strandjordii
NR_118614.1	Rhodococcus koreensis
NR_118613.1	Williamsia marianensis
NR_118612.1	Mycolicibacterium smegmatis
NR_118611.1	Rhodococcus phenolicus
NR_118610.1	Rhodococcus rhodnii
NR_118609.1	Rhodococcus zopfii
NR_118608.1	Rhodococcus opacus
NR_118607.1	Rhodococcus coprophilus
NR_118606.1	Skermania piniformis
NR_118605.1	Rhodococcus wratislaviensis
NR_118604.1	Rhodococcus corynebacterioides
NR_118603.1	Tsukamurella pulmonis
NR_118602.1	Rhodococcus ruber
NR_118601.1	Rhodococcus maanshanensis
NR_118600.1	Gordonia araii
NR_118599.1	Rhodococcus kroppenstedtii
NR_118598.1	Gordonia terrae
NR_118597.1	Gordonia hydrophobica
NR_118596.1	Dietzia maris
NR_118595.1	Chlamydia avium
NR_118594.1	Stigmatella erecta
NR_118593.1	Myxococcus macrosporus
NR_118592.1	Paenibacillus darwinianus
NR_118589.1	Bifidobacterium stercoris
NR_118588.1	Citrobacter koseri
NR_118584.1	Mycobacterium szulgai
NR_118582.1	Flavobacterium columnare
NR_118581.1	Flavobacterium columnare
NR_118580.1	Flavobacterium columnare
NR_118579.1	Flavobacterium columnare
NR_118578.1	Flavobacterium columnare
NR_118577.1	Flavobacterium columnare
NR_118576.1	Flavobacterium columnare
NR_118575.1	Flavobacterium columnare
NR_118571.1	Yersinia pseudotuberculosis
NR_118570.1	Vibrio vulnificus
NR_118569.1	Vibrio parahaemolyticus
NR_118568.1	Enterobacter cloacae
NR_118567.1	Saccharomonospora oceani
NR_118564.1	Williamsia sterculiae
NR_118561.1	Micromonospora schwarzwaldensis
NR_118558.1	Lactobacillus delbrueckii
NR_118557.1	Leuconostoc mesenteroides
NR_118556.1	Klebsiella aerogenes
NR_118553.1	Francisella persica
NR_118551.1	Kribbella albertanoniae
NR_118547.1	Aeromonas salmonicida
NR_118543.1	Rathayibacter iranicus
NR_118542.1	Leisingera caerulea
NR_118541.1	Phaeobacter inhibens
NR_118540.1	Phaeobacter gallaeciensis
NR_118537.1	Pseudomonas monteilii
NR_118531.1	Siccibacter turicensis
NR_118528.1	Campylobacter upsaliensis
NR_118527.1	Campylobacter sputorum
NR_118526.1	Campylobacter showae
NR_118524.1	Campylobacter mucosalis
NR_118523.1	Campylobacter lari
NR_118522.1	Campylobacter lari
NR_118521.1	Campylobacter lanienae
NR_118520.1	Campylobacter jejuni
NR_118519.1	Campylobacter insulaenigrae
NR_118518.1	Campylobacter hyointestinalis
NR_118517.1	Campylobacter helveticus
NR_118516.1	Campylobacter gracilis
NR_118515.1	Campylobacter fetus
NR_118514.1	Campylobacter fetus
NR_118513.1	Campylobacter curvus
NR_118512.1	Campylobacter concisus
NR_118511.1	Campylobacter coli
NR_118510.1	Campylobacter avium
NR_118509.1	Arcobacter butzleri
NR_118488.1	Halomonas nanhaiensis
NR_118487.1	Edwardsiella tarda
NR_118484.1	Azospirillum fermentarium
NR_118483.1	Flavobacterium fryxellicola
NR_118482.1	Flavobacterium aquatile
NR_118481.1	Flavobacterium psychrolimnae
NR_118479.1	Flavobacterium johnsoniae
NR_118478.1	Flavobacterium succinicans
NR_118477.1	Flavobacterium psychrophilum
NR_118476.1	Flavobacterium hydatis
NR_118475.1	Flavobacterium aquidurense
NR_118474.1	Flavobacterium hercynium
NR_118473.1	Flavobacterium limicola
NR_118471.1	Lactobacillus shenzhenensis
NR_118470.1	Photorhabdus kleinii
NR_118467.1	Streptomyces albus
NR_118465.1	Corynebacterium bovis
NR_118459.1	Actinoplanes siamensis
NR_118453.1	Agromyces mediolanus
NR_118452.1	Litorimonas cladophorae
NR_118450.1	Staphylococcus petrasii
NR_118449.1	Cronobacter sakazakii
NR_118446.1	Bacillus circulans
NR_118445.1	Bacillus circulans
NR_118443.1	Vibrio fluvialis
NR_118440.1	Bacillus oceanisediminis
NR_118436.1	Pasteurella oralis
NR_118431.1	Erwinia billingiae
NR_118429.1	Aliifodinibius sediminis
NR_118428.1	Aliifodinibius roseus
NR_118424.1	Aureimonas rubiginis
NR_118423.1	Aureimonas ferruginea
NR_118421.1	Rhodococcus jostii
NR_118419.1	Paenibacillus thermophilus
NR_118418.1	Streptomyces griseoplanus
NR_118417.1	Streptomyces griseoplanus
NR_118416.1	Streptomyces griseoplanus
NR_118415.1	Streptomyces griseoplanus
NR_118414.1	Streptomyces griseoplanus
NR_118413.1	Streptomyces griseoplanus
NR_118412.1	Streptomyces griseoplanus
NR_118409.1	Acinetobacter boissieri
NR_118408.1	Acinetobacter nectaris
NR_118403.1	Achromobacter xylosoxidans
NR_118402.1	Achromobacter spanius
NR_118401.1	Achromobacter piechaudii
NR_118400.1	Achromobacter marplatensis
NR_118399.1	Achromobacter insolitus
NR_118398.1	Achromobacter denitrificans
NR_118394.1	Pantoea cypripedii
NR_118387.1	Gibbsiella dentisursi
NR_118384.1	Bradyrhizobium oligotrophicum
NR_118377.1	Gardnerella vaginalis
NR_118364.1	Thermodesulfobacterium commune
NR_118363.1	Syntrophobacter fumaroxidans
NR_118362.1	Syntrophothermus lipocalidus
NR_118360.1	Dictyoglomus thermophilum
NR_118359.1	Deferribacter desulfuricans
NR_118358.1	Syntrophus buswellii
NR_118357.1	Deinococcus indicus
NR_118356.1	Caldisericum exile
NR_118354.1	Syntrophococcus sucromutans
NR_118353.1	Desulfurispirillum alkaliphilum
NR_118352.1	Victivallis vadensis
NR_118347.1	Pseudomonas sagittaria
NR_118343.1	Streptobacillus moniliformis
NR_118342.1	Sneathia sanguinegens
NR_118341.1	Streptomyces chartreusis
NR_118338.1	Xiangella phaseoli
NR_118332.1	Chryseobacterium carnipullorum
NR_118331.1	Mycobacterium gordonae
NR_118328.1	Telmatocola sphagniphila
NR_118325.1	Limnoraphis robusta
NR_118324.1	Chryseobacterium ginsengisoli
NR_118320.1	Streptococcus anginosus
NR_118304.1	Streptococcus dysgalactiae
NR_118303.1	Streptococcus dysgalactiae
NR_118300.1	Clavibacter michiganensis
NR_118295.1	Pectobacterium atrosepticum
NR_118294.1	Pectobacterium wasabiae
NR_118293.1	Pectobacterium wasabiae
NR_118292.1	Pectobacterium betavasculorum
NR_118291.1	Pectobacterium betavasculorum
NR_118288.1	Mycolicibacter longobardus
NR_118287.1	Streptomyces abikoensis
NR_118286.1	Streptomyces abikoensis
NR_118285.1	Streptomyces griseoverticillatus
NR_118284.1	Streptomyces rectiverticillatus
NR_118283.1	Streptomyces aureoversilis
NR_118282.1	Streptomyces luteoverticillatus
NR_118281.1	Streptomyces ehimensis
NR_118280.1	Streptomyces cinnamoneus
NR_118279.1	Streptomyces hiroshimensis
NR_118278.1	Streptomyces griseoverticillatus
NR_118277.1	Streptomyces ossamyceticus
NR_118274.1	Rhizobium laguerreae
NR_118273.1	Brenneria goodwinii
NR_118262.1	Geodermatophilus nigrescens
NR_118261.1	Kineococcus glutinatus
NR_118260.1	Actinokineospora soli
NR_118259.1	Amycolatopsis dongchuanensis
NR_118258.1	Vibrio alginolyticus
NR_118256.1	Shimwellia blattae
NR_118248.1	Staphylococcus petrasii
NR_118247.1	Porticoccus hydrocarbonoclasticus
NR_118244.1	Vibrio coralliilyticus
NR_118243.1	Vibrio neptunius
NR_118242.1	Vibrio shilonii
NR_118241.1	Vibrio pectenicida
NR_118239.1	Salinisphaera halophila
NR_118237.1	Saccharopolyspora rectivirgula
NR_118235.1	Actinokineospora soli
NR_118234.1	Streptococcus oralis
NR_118231.1	Listeria innocua
NR_118230.1	Hoeflea phototrophica
NR_118228.1	Pectobacterium carotovorum
NR_118227.1	Pectobacterium carotovorum
NR_118226.1	Pectobacterium carotovorum
NR_118225.1	Pectobacterium carotovorum
NR_118224.1	Pectobacterium carotovorum
NR_118221.1	Brevibacterium senegalense
NR_118214.1	Nocardia vermiculata
NR_118213.1	Nocardia thailandica
NR_118212.1	Nocardia testacea
NR_118211.1	Nocardia terpenica
NR_118210.1	Nocardia takedensis
NR_118209.1	Nocardia sienata
NR_118208.1	Nocardia shimofusensis
NR_118207.1	Nocardia puris
NR_118206.1	Nocardia pneumoniae
NR_118205.1	Nocardia ninae
NR_118204.1	Nocardia neocaledoniensis
NR_118203.1	Nocardia mexicana
NR_118202.1	Nocardia higoensis
NR_118201.1	Nocardia exalbida
NR_118200.1	Nocardia carnea
NR_118199.1	Nocardia araoensis
NR_118198.1	Nocardia aobensis
NR_118197.1	Nocardia anaemiae
NR_118196.1	Gluconobacter oxydans
NR_118195.1	Gluconobacter oxydans
NR_118194.1	Gluconobacter oxydans
NR_118193.1	Gluconobacter frateurii
NR_118192.1	Gluconobacter cerinus
NR_118191.1	Komagataeibacter xylinus
NR_118190.1	Komagataeibacter swingsii
NR_118189.1	Komagataeibacter saccharivorans
NR_118188.1	Gluconacetobacter sacchari
NR_118187.1	Komagataeibacter rhaeticus
NR_118186.1	Komagataeibacter oboediens
NR_118185.1	Komagataeibacter oboediens
NR_118184.1	Komagataeibacter nataicola
NR_118183.1	Gluconacetobacter liquefaciens
NR_118182.1	Gluconacetobacter liquefaciens
NR_118181.1	Gluconacetobacter johannae
NR_118180.1	Komagataeibacter intermedius
NR_118179.1	Komagataeibacter intermedius
NR_118178.1	Komagataeibacter hansenii
NR_118177.1	Komagataeibacter hansenii
NR_118176.1	Komagataeibacter europaeus
NR_118175.1	Gluconacetobacter diazotrophicus
NR_118174.1	Gluconacetobacter diazotrophicus
NR_118173.1	Gluconacetobacter azotocaptans
NR_118172.1	Acetobacter pomorum
NR_118171.1	Acetobacter pomorum
NR_118170.1	Acetobacter peroxydans
NR_118169.1	Acetobacter pasteurianus
NR_118168.1	Acetobacter orleanensis
NR_118167.1	Acetobacter orleanensis
NR_118166.1	Acetobacter oeni
NR_118165.1	Acetobacter estunensis
NR_118164.1	Acetobacter malorum
NR_118163.1	Acetobacter malorum
NR_118162.1	Acetobacter cerevisiae
NR_118161.1	Acetobacter aceti
NR_118160.1	Acetobacter aceti
NR_118151.1	Campylobacter showae
NR_118150.1	Campylobacter sputorum
NR_118144.1	Sphingobacterium mizutaii
NR_118143.1	Haemophilus sputorum
NR_118142.1	Haemophilus paraphrohaemolyticus
NR_118141.1	Pseudomonas formosensis
NR_118134.1	Dickeya dadantii
NR_118133.1	Halothiobacillus neapolitanus
NR_118128.1	[Clostridium] clostridioforme
NR_118127.1	Lonsdalea britannica
NR_118126.1	Lonsdalea iberica
NR_118122.1	Pantoea wallisii
NR_118121.1	Pantoea rwandensis
NR_118120.1	Pantoea rodasii
NR_118117.1	Anoxybacillus thermarum
NR_118116.1	Francisella halioticida
NR_118111.1	Mycobacterium intracellulare
NR_118110.1	Mycobacterium parascrofulaceum
NR_118107.1	Streptomyces globisporus
NR_118106.1	Citrobacter amalonaticus
NR_118105.1	Citrobacter koseri
NR_118101.1	Lactobacillus kimchiensis
NR_118099.1	Leucothrix mucor
NR_118097.1	Polaribacter reichenbachii
NR_118096.1	Brochothrix thermosphacta
NR_118095.1	Vibrio proteolyticus
NR_118094.1	Vibrio orientalis
NR_118093.1	Vibrio tubiashii
NR_118092.1	Vibrio nereis
NR_118091.1	Vibrio rotiferianus
NR_118090.1	Pedobacter ruber
NR_118088.1	Cronobacter muytjensii
NR_118087.1	Cronobacter sakazakii
NR_118086.1	Lachnoanaerobaculum orale
NR_118085.1	Campylobacter troglodytis
NR_118083.1	Paraburkholderia xenovorans
NR_118082.1	Burkholderia vietnamiensis
NR_118081.1	Paraburkholderia tuberum
NR_118080.1	Paraburkholderia tropica
NR_118079.1	Paraburkholderia terricola
NR_118078.1	Burkholderia stabilis
NR_118077.1	Paraburkholderia silvatlantica
NR_118076.1	Paraburkholderia sacchari
NR_118075.1	Burkholderia pyrrocinia
NR_118074.1	Burkholderia plantarii
NR_118073.1	Paraburkholderia phymatum
NR_118072.1	Paraburkholderia phenoliruptrix
NR_118071.1	Paraburkholderia phenazinium
NR_118070.1	Burkholderia oklahomensis
NR_118069.1	Paraburkholderia nodosa
NR_118068.1	Burkholderia multivorans
NR_118067.1	Paraburkholderia mimosarum
NR_118066.1	Paraburkholderia kururiensis
NR_118065.1	Paraburkholderia hospita
NR_118064.1	Paraburkholderia graminis
NR_118063.1	Burkholderia glumae
NR_118062.1	Caballeronia glathei
NR_118061.1	Burkholderia gladioli
NR_118060.1	Paraburkholderia fungorum
NR_118059.1	Paraburkholderia ferrariae
NR_118058.1	Burkholderia dolosa
NR_118057.1	Burkholderia cepacia
NR_118056.1	Paraburkholderia caribensis
NR_118055.1	Paraburkholderia caledonica
NR_118054.1	Paraburkholderia bryophila
NR_118053.1	Burkholderia anthina
NR_118052.1	Robbsia andropogonis
NR_118051.1	Burkholderia ambifaria
NR_118050.1	Enterococcus plantarum
NR_118044.1	Aeromonas piscicola
NR_118043.1	Aeromonas tecta
NR_118042.1	Aeromonas encheleia
NR_118037.1	Thiolinea disciformis
NR_118036.1	Thiothrix nivea
NR_118035.1	Rhizobium skierniewicense
NR_118033.1	Halomonas venusta
NR_118029.1	Actimicrobium antarcticum
NR_118027.1	Psychrobacter immobilis
NR_118026.1	Psychrobacter pulmonis
NR_118025.1	Psychrobacter faecalis
NR_118017.1	Spongiibacter tropicus
NR_118016.1	Spongiibacter marinus
NR_118015.1	Spongiibacter marinus
NR_118011.1	Enterobacter cloacae
NR_118010.1	Streptomyces purpureus
NR_118009.1	Streptomyces roseoverticillatus
NR_118008.1	Stenotrophomonas pavanii
NR_118006.1	Chryseobacterium shigense
NR_118003.1	Planobispora siamensis
NR_117995.1	Sphingorhabdus rigui
NR_117991.1	Streptomyces alanosinicus
NR_117990.1	Bhargavaea cecembensis
NR_117987.1	Lactobacillus paracasei
NR_117981.1	Legionella steelei
NR_117980.1	Kribbella endophytica
NR_117973.1	Lactobacillus futsaii
NR_117969.1	Rosenbergiella nectarea
NR_117962.1	Dietzia schimae
NR_117959.1	Streptomyces cangkringensis
NR_117958.1	Streptomyces yogyakartensis
NR_117957.1	Streptomyces javensis
NR_117956.1	Streptomyces asiaticus
NR_117955.1	Streptomyces indonesiensis
NR_117954.1	Streptomyces sporoclivatus
NR_117953.1	Streptomyces castelarensis
NR_117952.1	Streptomyces libani
NR_117951.1	Streptomyces glebosus
NR_117945.1	Bradyrhizobium huanghuaihaiense
NR_117944.1	Bradyrhizobium daqingense
NR_117937.1	Intrasporangium mesophilum
NR_117936.1	Erythrobacter pelagi
NR_117930.1	Acinetobacter pittii
NR_117923.1	Mycobacteroides franklinii
NR_117920.1	Verrucosispora wenchangensis
NR_117919.1	Arcobacter defluvii
NR_117911.1	Blastochloris viridis
NR_117910.1	Blastochloris viridis
NR_117907.1	Vibrio vulnificus
NR_117906.1	Vibrio vulnificus
NR_117898.1	Grimontia hollisae
NR_117897.1	Vibrio nigripulchritudo
NR_117896.1	Vibrio mediterranei
NR_117895.1	Vibrio alginolyticus
NR_117894.1	Vibrio albensis
NR_117893.1	Vibrio parahaemolyticus
NR_117892.1	Vibrio coralliilyticus
NR_117891.1	Vibrio chagasii
NR_117890.1	Vibrio natriegens
NR_117889.1	Vibrio scophthalmi
NR_117888.1	Vibrio ichthyoenteri
NR_117887.1	Vibrio brasiliensis
NR_117886.1	Mycolicibacter terrae
NR_117885.1	Mycolicibacterium tusciae
NR_117884.1	Mycolicibacterium murale
NR_117883.1	Nonomuraea rhizophila
NR_117879.1	Agromyces mediolanus
NR_117877.1	Azospirillum canadense
NR_117876.1	Azospirillum canadense
NR_117875.1	Azospirillum canadense
NR_117874.1	Azospirillum canadense
NR_117873.1	Azospirillum canadense
NR_117872.1	Azospirillum canadense
NR_117871.1	Azospirillum canadense
NR_117870.1	Azospirillum canadense
NR_117869.1	Sphingomonas endophytica
NR_117853.1	Flavobacterium frigidarium
NR_117852.1	Flavobacterium psychrophilum
NR_117849.1	Kribbella amoyensis
NR_117843.1	Fusobacterium nucleatum
NR_117842.1	Fusobacterium nucleatum
NR_117841.1	Fusobacterium nucleatum
NR_117840.1	Fusobacterium nucleatum
NR_117839.1	Fusobacterium periodonticum
NR_117836.1	Mycoplasma amphoriforme
NR_117832.1	Chryseobacterium vietnamense
NR_117828.1	Sphingomonas formosensis
NR_117822.1	Pseudomonas savastanoi
NR_117821.1	Pseudomonas marginalis
NR_117820.1	Pseudomonas syringae
NR_117818.1	Siansivirga zeaxanthinifaciens
NR_117817.1	Thiobacillus thioparus
NR_117814.1	Lactobacillus sanfranciscensis
NR_117813.1	Lactobacillus plantarum
NR_117812.1	Lactobacillus acidophilus
NR_117811.1	Moraxella atlantae
NR_117802.1	Fodinibius salinus
NR_117799.1	Moraxella nonliquefaciens
NR_117793.1	Morganella morganii
NR_117791.1	Bradyrhizobium arachidis
NR_117789.1	Cronobacter muytjensii
NR_117788.1	Serinicoccus chungangensis
NR_117785.1	Pedobacter arcticus
NR_117784.1	Acinetobacter indicus
NR_117778.1	Sutterella wadsworthensis
NR_117771.1	Shewanella algae
NR_117769.1	Yersinia pseudotuberculosis
NR_117768.1	Lactobacillus delbrueckii
NR_117767.1	Clostridium haemolyticum
NR_117766.1	Campylobacter ureolyticus
NR_117765.1	Atopobium minutum
NR_117764.1	Bifidobacterium bifidum
NR_117763.1	Plesiomonas shigelloides
NR_117762.1	Campylobacter lari
NR_117761.1	Campylobacter coli
NR_117760.1	Campylobacter jejuni
NR_117759.1	Veillonella parvula
NR_117758.1	Roseburia intestinalis
NR_117757.1	Atopobium vaginae
NR_117753.1	Pseudothermotoga subterranea
NR_117752.1	Citrobacter freundii
NR_117751.1	Citrobacter koseri
NR_117750.1	Citrobacter braakii
NR_117744.1	Paenibacillus peoriae
NR_117743.1	Paenibacillus peoriae
NR_117742.1	Paenibacillus peoriae
NR_117741.1	Paenibacillus peoriae
NR_117740.1	Paenibacillus peoriae
NR_117739.1	Paenibacillus peoriae
NR_117735.1	Gluconobacter cerevisiae
NR_117734.1	Fusobacterium mortiferum
NR_117719.1	Streptococcus oralis
NR_117718.1	Desulfotomaculum nigrificans
NR_117717.1	Neisseria mucosa
NR_117716.1	Sphingomonas roseiflava
NR_117715.1	Afipia felis
NR_117714.1	Acetobacter lambici
NR_117713.1	Legionella lansingensis
NR_117711.1	Clostridium formicaceticum
NR_117709.1	Achromobacter dolens
NR_117708.1	Achromobacter anxifer
NR_117707.1	Achromobacter aegrifaciens
NR_117706.1	Achromobacter insuavis
NR_117704.1	Kosakonia radicincitans
NR_117703.1	Vibrio aerogenes
NR_117698.1	Legionella santicrucis
NR_117693.1	Moraxella lincolnii
NR_117686.1	Klebsiella pneumoniae
NR_117685.1	Klebsiella pneumoniae
NR_117684.1	Klebsiella pneumoniae
NR_117683.1	Klebsiella pneumoniae
NR_117682.1	Klebsiella pneumoniae
NR_117681.1	Vibrio mediterranei
NR_117680.1	Vibrio toranzoniae
NR_117679.1	Enterobacter cloacae
NR_117678.1	Pseudomonas aeruginosa
NR_117677.1	Acinetobacter baumannii
NR_117676.1	Afifella marina
NR_117675.1	Annwoodia aquaesulis
NR_117674.1	Sporomusa acidovorans
NR_117673.1	Sporomusa acidovorans
NR_117672.1	Sporomusa acidovorans
NR_117671.1	Sporomusa acidovorans
NR_117670.1	Sporomusa acidovorans
NR_117669.1	Sporomusa acidovorans
NR_117668.1	Sporomusa sphaeroides
NR_117667.1	Sporomusa sphaeroides
NR_117666.1	Sporomusa sphaeroides
NR_117665.1	Sporomusa sphaeroides
